price,Empfohlenes Alter in Jahren (mind.),Empfohlenes Alter in Jahren (max.),Anzahl Teile,Verpackungsbreite,Verpackungstiefe,Verpackungshöhe,Paketgewicht
24.95,2.0,99.0,15.0,262.0,282.0,95.5,470.0
36.95,5.0,99.0,317.0,262.0,282.0,59.0,568.0
479.0,18.0,99.0,5876.0,480.0,523.0,218.0,6860.0
59.95,8.0,99.0,499.0,222.0,262.0,95.0,755.0
229.0,18.0,99.0,1872.0,282.0,480.0,118.0,2110.0
11.95,7.0,99.0,177.0,141.0,157.0,61.0,190.0
74.95,7.0,99.0,593.0,282.0,480.0,74.0,1100.0
42.95,4.0,99.0,153.0,262.0,282.0,76.0,561.0
4.95,5.0,99.0,348.0,262.0,317.0,70.5,600.0
52.95,6.0,99.0,376.0,222.0,262.0,62.0,460.0
59.95,10.0,99.0,671.0,262.0,382.0,56.5,740.0
439.0,18.0,99.0,3662.0,378.0,582.0,160.0,5770.0
169.0,9.0,99.0,1739.0,378.0,582.0,87.0,2300.0
119.0,9.0,99.0,957.0,282.0,480.0,74.0,1270.0
119.0,8.0,99.0,802.0,282.0,480.0,74.0,1220.0
24.95,5.0,99.0,148.0,191.0,262.0,61.0,335.0
54.95,4.0,99.0,653.0,262.0,282.0,95.5,811.0
18.95,6.0,99.0,138.0,157.0,141.0,45.0,156.0
149.0,18.0,99.0,1074.0,382.0,262.0,118.0,1370.0
749.0,18.0,99.0,10001.0,262.0,317.0,70.5,600.0
219.0,11.0,99.0,2001.0,378.0,582.0,103.0,2660.0
449.0,16.0,99.0,3599.0,375.0,570.0,150.0,589.0
84.95,9.0,99.0,599.0,262.0,382.0,56.5,773.0
54.95,8.0,99.0,438.0,191.0,354.0,59.0,572.0
32.95,8.0,99.0,247.0,141.0,262.0,72.0,292.0
279.0,18.0,99.0,2079.0,378.0,582.0,103.0,2690.0
46.95,9.0,99.0,285.0,262.0,191.0,61.0,410.0
32.95,8.0,99.0,345.0,141.0,262.0,61.0,365.0
32.95,7.0,99.0,220.0,191.0,262.0,46.0,310.0
32.95,9.0,99.0,249.0,141.0,262.0,72.0,281.0
279.0,16.0,99.0,3036.0,582.0,124.0,480.0,3790.0
36.95,6.0,99.0,252.0,191.0,354.0,70.0,505.0
24.95,4.0,99.0,103.0,141.0,262.0,61.0,270.0
94.95,8.0,99.0,1114.0,378.0,480.0,70.5,1680.0
199.0,11.0,99.0,1492.0,378.0,582.0,118.0,2410.0
899.0,18.0,99.0,6785.0,499.0,499.0,379.0,10700.0
32.95,8.0,99.0,298.0,141.0,262.0,61.0,340.0
719.0,18.0,99.0,2883.0,523.0,378.0,257.0,7880.0
489.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
179.0,9.0,99.0,1351.0,378.0,582.0,87.0,2290.0
459.0,18.0,99.0,3981.0,262.0,317.0,70.5,600.0
