price,Empfohlenes Alter in Jahren (mind.),Anzahl Teile,Verpackungsbreite,Verpackungstiefe,Verpackungshöhe,Ursprungsland_ Ungarn ,Ursprungsland_ China ,Ursprungsland_ Tschechische Republik ,LegoCategory_Rare,LegoCategory_LEGO City ,LegoCategory_LEGO Duplo ,LegoCategory_LEGO Star Wars ,LegoCategory_LEGO Super Mario ,LegoCategory_LEGO Friends 
11.95,1.5,8.0,185.0,170.0,125.0,1,0,0,0,0,1,0,0,0
49.95,7.0,374.0,191.0,354.0,70.0,0,0,1,0,0,0,0,1,0
37.95,5.0,212.0,262.0,282.0,76.0,0,0,0,0,1,0,0,0,0
12.95,6.0,41.0,210.0,157.0,52.0,0,1,0,0,0,0,0,0,1
84.95,6.0,802.0,282.0,540.0,91.0,0,1,0,0,0,0,0,0,1
39.95,5.0,441.0,222.0,262.0,95.0,0,0,1,1,0,0,0,0,0
64.5,8.0,1040.0,378.0,480.0,70.5,0,0,1,1,0,0,0,0,0
26.95,6.0,197.0,191.0,262.0,46.0,0,0,1,1,0,0,0,0,0
109.0,8.0,464.0,282.0,540.0,59.0,0,0,1,0,0,0,0,1,0
64.95,8.0,468.0,262.0,382.0,70.5,0,0,1,0,0,0,0,1,0
3.0,6.0,109.0,262.0,199.0,146.0,0,0,1,1,0,0,0,0,0
54.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
11.95,6.0,11.0,91.0,122.0,47.0,0,1,0,0,0,0,0,1,0
89.95,8.0,862.0,282.0,540.0,78.5,0,0,1,0,0,0,0,1,0
79.95,8.0,627.0,262.0,382.0,70.5,0,0,1,1,0,0,0,0,0
12.95,6.0,59.0,210.0,157.0,52.0,1,0,0,0,0,0,0,0,1
529.0,16.0,5511.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
139.0,9.0,1047.0,378.0,354.0,94.0,0,0,1,1,0,0,0,0,0
299.0,18.0,3231.0,582.0,480.0,124.0,0,0,1,1,0,0,0,0,0
129.0,16.0,1087.0,282.0,480.0,91.0,0,0,1,1,0,0,0,0,0
39.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
13.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
13.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
27.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
27.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
39.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
189.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
129.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
49.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
99.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
119.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
69.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
149.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
69.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
64.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
42.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
64.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
169.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
46.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
139.0,9.0,1060.0,378.0,480.0,70.5,0,0,1,1,0,0,0,0,0
59.95,2.0,44.0,282.0,540.0,78.5,0,1,0,0,0,1,0,0,0
9.95,5.0,14.0,122.0,91.0,47.0,0,1,0,0,1,0,0,0,0
69.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
99.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
4.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
24.95,6.0,722.0,141.0,262.0,48.0,0,0,1,1,0,0,0,0,0
84.95,7.0,686.0,282.0,540.0,78.5,0,1,0,0,0,0,0,0,1
89.95,8.0,581.0,282.0,480.0,61.0,0,0,1,1,0,0,0,0,0
64.95,9.0,586.0,354.0,191.0,70.0,0,0,1,0,0,0,1,0,0
79.95,7.0,536.0,262.0,382.0,70.5,0,0,1,0,0,0,0,1,0
54.95,7.0,504.0,191.0,354.0,70.0,0,0,1,0,0,0,0,1,0
89.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
64.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
159.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
229.0,18.0,2048.0,378.0,582.0,103.0,0,0,1,1,0,0,0,0,0
64.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
22.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
8.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
159.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
499.0,18.0,3756.0,480.0,523.0,218.0,0,0,1,1,0,0,0,0,0
169.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
29.95,5.0,287.0,70.5,382.0,262.0,0,0,1,0,1,0,0,0,0
169.0,12.0,1212.0,70.5,480.0,378.0,0,1,0,1,0,0,0,0,0
69.95,8.0,498.0,191.0,354.0,70.0,0,1,0,1,0,0,0,0,0
54.95,6.0,669.0,262.0,382.0,56.5,1,0,0,1,0,0,0,0,0
64.95,6.0,707.0,262.0,382.0,56.5,1,0,0,1,0,0,0,0,0
29.95,7.0,479.0,191.0,262.0,61.0,1,0,0,1,0,0,0,0,0
139.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
99.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
229.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
279.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
259.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
139.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
129.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
269.0,18.0,2339.0,378.0,582.0,118.0,0,0,1,1,0,0,0,0,0
109.0,18.0,602.0,354.0,191.0,91.0,1,0,0,1,0,0,0,0,0
429.0,14.0,6163.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
129.0,18.0,802.0,262.0,382.0,70.5,0,0,1,1,0,0,0,0,0
149.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
299.0,18.0,1953.0,378.0,582.0,87.0,1,0,0,0,0,0,1,0,0
419.0,18.0,2961.0,483.0,378.0,257.0,0,0,1,1,0,0,0,0,0
799.0,18.0,6187.0,480.0,523.0,238.0,0,0,1,0,0,0,1,0,0
16.95,8.0,298.0,122.0,141.0,91.0,0,0,1,1,0,0,0,0,0
7.95,8.0,37.0,274.0,78.0,35.0,0,0,1,1,0,0,0,0,0
7.95,6.0,37.0,274.0,78.0,35.0,0,0,1,1,0,0,0,0,0
29.95,6.0,643.0,191.0,262.0,72.0,1,0,0,1,0,0,0,0,0
54.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
119.0,10.0,761.0,282.0,540.0,78.5,0,1,0,1,0,0,0,0,0
189.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
179.0,18.0,1677.0,282.0,480.0,118.0,1,0,0,1,0,0,0,0,0
64.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
229.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
32.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
36.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
89.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
59.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
119.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
24.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
24.95,6.0,1040.0,141.0,262.0,48.0,0,0,1,1,0,0,0,0,0
4.95,6.0,120.0,150.0,95.0,6.5,0,0,0,1,0,0,0,0,0
119.0,18.0,731.0,112.0,322.0,197.0,0,0,1,1,0,0,0,0,0
119.0,8.0,527.0,282.0,540.0,59.0,0,1,0,1,0,0,0,0,0
27.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
29.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
4.95,6.0,76.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
4.95,5.0,33.0,262.0,317.0,70.5,0,0,1,0,1,0,0,0,0
59.95,8.0,632.0,282.0,480.0,61.0,0,0,1,1,0,0,0,0,0
24.95,4.0,106.0,191.0,262.0,61.0,0,1,0,1,0,0,0,0,0
12.95,6.0,92.0,122.0,141.0,46.0,0,0,1,0,0,0,0,0,1
129.0,6.0,897.0,378.0,480.0,70.5,0,0,1,0,1,0,0,0,0
129.0,6.0,743.0,378.0,480.0,94.0,0,0,1,0,1,0,0,0,0
16.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
24.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
5.95,4.0,52.0,91.0,122.0,58.5,0,0,1,1,0,0,0,0,0
12.95,7.0,348.0,262.0,317.0,70.5,0,0,1,0,0,0,0,0,1
12.95,6.0,58.0,210.0,157.0,52.0,1,0,0,0,0,0,0,0,1
12.95,6.0,13.0,91.0,122.0,47.0,0,1,0,0,0,0,0,1,0
4.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
24.95,5.0,117.0,262.0,191.0,61.0,0,1,0,0,1,0,0,0,0
24.95,6.0,438.0,225.0,280.0,50.0,1,0,0,1,0,0,0,0,0
32.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
24.95,4.0,111.0,191.0,262.0,61.0,0,1,0,0,0,0,0,0,1
13.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
12.95,6.0,60.0,210.0,157.0,52.0,1,0,0,0,0,0,0,0,1
36.95,5.0,170.0,262.0,282.0,59.0,0,1,0,0,1,0,0,0,0
159.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
36.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
9.95,5.0,10.0,122.0,91.0,47.0,0,1,0,0,1,0,0,0,0
169.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
9.95,5.0,14.0,122.0,91.0,47.0,0,1,0,0,1,0,0,0,0
24.95,6.0,223.0,191.0,262.0,46.0,0,1,0,0,0,0,0,0,1
59.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
26.95,7.0,160.0,141.0,262.0,61.0,0,0,1,0,0,0,0,1,0
4.95,5.0,8.0,150.0,95.0,6.5,0,0,1,1,0,0,0,0,0
76.95,6.0,420.0,282.0,540.0,59.0,0,1,0,0,1,0,0,0,0
79.95,7.0,567.0,282.0,480.0,61.0,0,0,1,0,0,0,0,1,0
4.95,5.0,8.0,6.5,95.0,150.0,0,1,0,1,0,0,0,0,0
74.95,8.0,564.0,262.0,382.0,70.5,0,1,0,1,0,0,0,0,0
189.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
189.0,10.0,1673.0,378.0,480.0,94.0,0,0,1,1,0,0,0,0,0
99.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
99.0,18.0,1125.0,262.0,382.0,70.5,0,1,0,1,0,0,0,0,0
99.0,2.0,124.0,378.0,480.0,112.0,0,1,0,0,0,1,0,0,0
89.95,7.0,493.0,262.0,382.0,56.5,0,0,1,1,0,0,0,0,0
59.95,4.0,215.0,262.0,382.0,56.5,0,1,0,1,0,0,0,0,0
149.0,18.0,1367.0,354.0,378.0,94.0,0,1,0,1,0,0,0,0,0
72.0,8.0,1152.0,378.0,480.0,94.0,0,0,1,0,0,0,0,1,0
249.0,18.0,2363.0,480.0,582.0,124.0,1,0,0,1,0,0,0,0,0
149.0,18.0,4249.0,378.0,404.0,50.0,0,0,0,1,0,0,0,0,0
169.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
119.0,7.0,766.0,378.0,480.0,94.0,0,0,1,0,1,0,0,0,0
129.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
39.95,6.0,231.0,262.0,191.0,61.0,0,0,1,0,0,0,0,1,0
84.95,18.0,2870.0,380.0,270.0,74.0,0,0,0,1,0,0,0,0,0
54.95,1.5,20.0,262.0,382.0,94.0,1,0,0,0,0,1,0,0,0
69.95,7.0,642.0,282.0,480.0,61.0,1,0,0,0,0,0,0,0,1
89.95,8.0,971.0,378.0,480.0,94.0,0,1,0,0,0,0,0,0,1
99.0,7.0,717.0,282.0,540.0,78.5,1,0,0,0,0,0,0,0,1
99.0,8.0,681.0,282.0,480.0,61.0,0,0,1,1,0,0,0,0,0
9.95,5.0,13.0,122.0,91.0,47.0,0,1,0,0,1,0,0,0,0
26.95,7.0,159.0,141.0,262.0,48.0,0,1,0,1,0,0,0,0,0
5.95,5.0,16.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
24.95,6.0,179.0,191.0,205.0,61.0,0,1,0,0,0,0,0,0,1
46.95,6.0,246.0,191.0,262.0,61.0,0,0,1,0,0,0,0,1,0
36.95,1.5,40.0,262.0,382.0,94.0,0,1,0,0,0,1,0,0,0
46.95,8.0,310.0,262.0,191.0,61.0,0,0,1,1,0,0,0,0,0
169.0,7.0,1010.0,378.0,582.0,87.0,1,0,0,0,1,0,0,0,0
329.0,18.0,11695.0,384.0,552.0,152.0,1,0,0,1,0,0,0,0,0
99.0,5.0,365.0,354.0,378.0,70.5,1,0,0,1,0,0,0,0,0
74.95,2.0,41.0,378.0,354.0,94.0,0,1,0,0,0,1,0,0,0
46.95,8.0,259.0,191.0,262.0,46.0,0,1,0,1,0,0,0,0,0
64.95,9.0,641.0,262.0,382.0,70.5,0,0,1,1,0,0,0,0,0
4.95,1.5,9.0,262.0,317.0,70.5,0,0,1,0,0,1,0,0,0
109.0,8.0,877.0,282.0,540.0,78.5,0,0,1,0,0,0,0,1,0
189.0,12.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
29.95,4.0,87.0,191.0,205.0,61.0,0,1,0,0,0,0,0,0,1
11.95,6.0,137.0,141.0,191.0,46.0,0,0,1,1,0,0,0,0,0
79.95,8.0,534.0,262.0,382.0,70.5,0,0,1,1,0,0,0,0,0
46.95,6.0,140.0,225.0,280.0,52.0,1,0,0,1,0,0,0,0,0
4.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
99.0,18.0,608.0,262.0,282.0,76.0,0,0,1,0,0,0,1,0,0
229.0,18.0,2064.0,378.0,582.0,103.0,0,0,1,0,0,0,0,1,0
389.0,14.0,5686.0,582.0,480.0,170.0,1,0,0,1,0,0,0,0,0
42.95,4.0,500.0,222.0,262.0,95.0,1,0,0,1,0,0,0,0,0
54.95,2.0,59.0,378.0,94.0,354.0,0,0,1,1,0,0,0,0,0
18.95,6.0,98.0,191.0,141.0,46.0,0,1,0,1,0,0,0,0,0
119.0,8.0,1321.0,378.0,480.0,94.0,0,0,1,0,0,0,0,1,0
24.95,4.0,84.0,191.0,262.0,61.0,1,0,0,0,0,0,0,0,1
46.95,4.0,108.0,191.0,262.0,61.0,0,1,0,1,0,0,0,0,0
119.0,8.0,1154.0,378.0,582.0,87.0,1,0,0,0,0,0,0,0,1
59.95,6.0,587.0,262.0,382.0,70.5,1,0,0,1,0,0,0,0,0
269.0,18.0,3066.0,480.0,582.0,124.0,0,0,1,1,0,0,0,0,0
42.95,5.0,500.0,222.0,262.0,95.0,1,0,0,1,0,0,0,0,0
11.95,5.0,59.0,141.0,157.0,61.0,0,0,1,0,1,0,0,0,0
11.95,6.0,159.0,141.0,191.0,46.0,0,0,1,1,0,0,0,0,0
10.95,4.0,1.0,308.0,260.0,3.0,0,0,0,1,0,0,0,0,0
69.95,7.0,617.0,282.0,480.0,74.0,1,0,0,0,0,0,0,0,1
46.95,6.0,321.0,262.0,191.0,61.0,0,1,0,1,0,0,0,0,0
24.95,5.0,144.0,191.0,262.0,61.0,0,0,1,0,1,0,0,0,0
17.95,6.0,183.0,141.0,262.0,72.0,0,1,0,0,0,0,0,0,1
24.95,2.0,31.0,262.0,282.0,118.0,1,0,0,0,0,1,0,0,0
16.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
24.95,2.0,32.0,262.0,282.0,95.5,0,1,0,0,0,1,0,0,0
32.95,4.0,66.0,141.0,191.0,46.0,0,1,0,1,0,0,0,0,0
299.0,18.0,2049.0,480.0,582.0,124.0,1,0,0,1,0,0,0,0,0
26.95,4.0,103.0,191.0,205.0,73.0,0,1,0,1,0,0,0,0,0
29.95,5.0,258.0,262.0,382.0,70.5,0,0,1,1,0,0,0,0,0
129.0,9.0,971.0,378.0,480.0,70.5,0,0,1,1,0,0,0,0,0
39.95,6.0,292.0,191.0,354.0,59.0,0,1,0,1,0,0,0,0,0
49.95,2.0,19.0,262.0,382.0,94.0,1,0,0,0,0,1,0,0,0
24.95,6.0,243.0,191.0,262.0,72.0,1,0,0,0,1,0,0,0,0
179.0,7.0,1016.0,378.0,582.0,87.0,0,1,0,1,0,0,0,0,0
64.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
99.0,6.0,823.0,282.0,540.0,91.0,0,0,1,0,1,0,0,0,0
11.95,4.0,46.0,141.0,157.0,45.0,0,1,0,0,1,0,0,0,0
59.95,4.0,140.0,262.0,382.0,56.5,0,1,0,1,0,0,0,0,0
42.95,2.0,29.0,262.0,282.0,76.0,0,1,0,0,0,1,0,0,0
24.95,6.0,209.0,191.0,205.0,61.0,1,0,0,0,0,0,0,0,1
399.0,18.0,3772.0,582.0,480.0,170.0,0,0,1,1,0,0,0,0,0
32.95,6.0,211.0,141.0,262.0,91.0,0,1,0,1,0,0,0,0,0
169.0,18.0,1540.0,480.0,378.0,94.0,1,0,0,1,0,0,0,0,0
54.95,4.0,230.0,262.0,382.0,70.5,0,1,0,0,1,0,0,0,0
11.95,7.0,154.0,141.0,157.0,61.0,0,0,1,1,0,0,0,0,0
119.0,8.0,1157.0,378.0,480.0,70.5,0,0,1,0,0,0,0,1,0
24.95,2.0,15.0,262.0,282.0,95.5,1,0,0,0,0,1,0,0,0
36.95,5.0,317.0,262.0,282.0,59.0,0,0,1,0,1,0,0,0,0
479.0,18.0,5876.0,480.0,523.0,218.0,0,0,1,1,0,0,0,0,0
59.95,8.0,499.0,222.0,262.0,95.0,0,0,1,1,0,0,0,0,0
229.0,18.0,1872.0,282.0,480.0,118.0,1,0,0,1,0,0,0,0,0
11.95,7.0,177.0,141.0,157.0,61.0,0,0,1,1,0,0,0,0,0
74.95,7.0,593.0,282.0,480.0,74.0,0,1,0,0,0,0,0,0,1
42.95,4.0,153.0,262.0,282.0,76.0,0,0,1,0,1,0,0,0,0
4.95,5.0,348.0,262.0,317.0,70.5,0,0,1,0,1,0,0,0,0
52.95,6.0,376.0,222.0,262.0,62.0,0,1,0,1,0,0,0,0,0
59.95,10.0,671.0,262.0,382.0,56.5,0,1,0,1,0,0,0,0,0
439.0,18.0,3662.0,378.0,582.0,160.0,0,0,1,1,0,0,0,0,0
169.0,9.0,1739.0,378.0,582.0,87.0,1,0,0,1,0,0,0,0,0
119.0,9.0,957.0,282.0,480.0,74.0,0,0,1,0,0,0,1,0,0
119.0,8.0,802.0,282.0,480.0,74.0,0,1,0,1,0,0,0,0,0
24.95,5.0,148.0,191.0,262.0,61.0,0,0,1,0,1,0,0,0,0
54.95,4.0,653.0,262.0,282.0,95.5,1,0,0,1,0,0,0,0,0
18.95,6.0,138.0,157.0,141.0,45.0,0,0,1,0,0,0,1,0,0
149.0,18.0,1074.0,382.0,262.0,118.0,0,0,1,1,0,0,0,0,0
749.0,18.0,10001.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
219.0,11.0,2001.0,378.0,582.0,103.0,0,1,0,1,0,0,0,0,0
449.0,16.0,3599.0,375.0,570.0,150.0,0,0,1,1,0,0,0,0,0
84.95,9.0,599.0,262.0,382.0,56.5,1,0,0,1,0,0,0,0,0
54.95,8.0,438.0,191.0,354.0,59.0,0,0,1,1,0,0,0,0,0
32.95,8.0,247.0,141.0,262.0,72.0,0,0,1,1,0,0,0,0,0
279.0,18.0,2079.0,378.0,582.0,103.0,0,0,1,1,0,0,0,0,0
46.95,9.0,285.0,262.0,191.0,61.0,0,0,1,1,0,0,0,0,0
32.95,8.0,345.0,141.0,262.0,61.0,0,0,1,1,0,0,0,0,0
32.95,7.0,220.0,191.0,262.0,46.0,0,0,1,1,0,0,0,0,0
32.95,9.0,249.0,141.0,262.0,72.0,0,0,1,1,0,0,0,0,0
279.0,16.0,3036.0,582.0,124.0,480.0,0,0,1,1,0,0,0,0,0
36.95,6.0,252.0,191.0,354.0,70.0,0,0,1,0,1,0,0,0,0
24.95,4.0,103.0,141.0,262.0,61.0,0,1,0,1,0,0,0,0,0
94.95,8.0,1114.0,378.0,480.0,70.5,1,0,0,0,0,0,0,0,1
199.0,11.0,1492.0,378.0,582.0,118.0,0,1,0,1,0,0,0,0,0
899.0,18.0,6785.0,499.0,499.0,379.0,0,0,1,1,0,0,0,0,0
32.95,8.0,298.0,141.0,262.0,61.0,0,0,1,1,0,0,0,0,0
719.0,18.0,2883.0,523.0,378.0,257.0,0,0,0,1,0,0,0,0,0
489.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
179.0,9.0,1351.0,378.0,582.0,87.0,0,0,1,0,0,0,1,0,0
459.0,18.0,3981.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
